time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
2023-10-29,24.3,17.0,0.4,16.1,86
2023-10-30,24.3,17.0,0.0,21.9,87
2023-10-31,21.4,16.5,0.1,13.7,90
2023-11-01,22.9,17.1,0.0,18.9,80
2023-11-02,20.6,15.4,17.0,24.6,88
2023-11-03,23.1,16.6,0.7,34.0,77
2023-11-04,27.5,18.4,1.2,37.0,55
2023-11-05,22.3,16.4,8.7,33.3,74
2023-11-06,23.2,16.5,0.4,34.5,75
2023-11-07,23.9,14.8,0.2,10.0,82
2023-11-08,21.7,15.1,0.0,18.5,84
2023-11-09,17.1,12.2,10.7,25.0,79
2023-11-10,19.1,11.5,0.0,15.5,80
2023-11-11,23.0,15.1,12.9,44.6,75
2023-11-12,18.9,13.6,0.4,32.8,73
2023-11-13,15.4,12.5,27.6,26.7,89
2023-11-14,16.0,7.1,0.0,13.6,79
2023-11-15,19.5,14.3,0.4,24.2,73
2023-11-16,16.4,10.1,33.2,23.5,79
2023-11-17,15.4,9.6,0.0,18.7,79
2023-11-18,16.6,7.0,57.6,34.1,84
2023-11-19,7.5,2.8,26.2,31.1,85
2023-11-20,12.4,4.2,3.7,21.0,79
2023-11-21,15.8,10.2,0.1,16.7,77
2023-11-22,19.6,12.6,0.0,21.6,73
2023-11-23,14.4,9.0,4.4,20.8,90
2023-11-24,17.2,9.2,2.9,26.8,89
2023-11-25,18.4,15.0,0.2,38.5,67
2023-11-26,16.7,4.0,7.5,47.6,67
2023-11-27,7.3,1.9,0.0,22.7,53
2023-11-28,14.8,7.6,1.6,45.4,63
2023-11-29,15.9,13.6,30.6,52.9,86
2023-11-30,14.0,8.8,14.4,28.4,82
2023-12-01,18.4,11.1,0.0,33.3,80
2023-12-02,19.2,16.3,0.0,41.4,67
2023-12-03,19.9,16.6,0.0,40.0,63
2023-12-04,12.5,9.2,3.5,29.0,86
2023-12-05,12.5,8.9,0.0,23.0,82
2023-12-06,12.8,9.7,2.0,15.0,86
2023-12-07,12.3,9.6,4.3,15.4,93
2023-12-08,10.2,7.0,5.6,28.7,88
2023-12-09,7.6,5.9,13.0,30.6,90
2023-12-10,11.0,3.8,0.4,12.7,87
2023-12-11,12.5,4.9,0.0,12.7,89
2023-12-12,11.4,5.8,0.0,15.3,89
2023-12-13,13.5,5.4,0.0,12.1,85
2023-12-14,18.0,10.9,0.0,37.3,65
2023-12-15,15.7,9.4,7.1,28.0,82
2023-12-16,10.4,6.0,23.3,39.0,90
2023-12-17,8.5,4.9,3.3,30.8,71
2023-12-18,10.3,1.8,0.0,9.0,80
2023-12-19,12.6,3.4,0.0,10.7,85
2023-12-20,12.2,1.2,0.0,13.3,88
2023-12-21,13.7,8.3,2.3,16.1,82
2023-12-22,12.8,6.5,9.3,30.0,88
2023-12-23,13.5,4.9,1.4,38.5,75
2023-12-24,14.6,8.8,0.8,28.3,66
2023-12-25,16.0,10.7,0.0,23.9,79
2023-12-26,15.5,11.7,0.0,21.3,84
2023-12-27,15.5,8.6,0.2,22.1,83
2023-12-28,15.0,5.2,0.0,10.9,86
2023-12-29,11.5,3.7,0.0,14.5,91
2023-12-30,13.9,6.0,0.0,11.5,83
2023-12-31,15.5,7.8,0.3,10.6,87
2024-01-01,14.6,7.6,0.0,20.6,80
2024-01-02,14.1,7.3,6.9,23.4,87
2024-01-03,14.6,6.6,2.5,23.4,88
2024-01-04,15.4,10.8,0.4,23.9,83
2024-01-05,14.1,8.2,1.4,28.9,82
2024-01-06,14.8,8.2,0.0,17.3,64
2024-01-07,15.0,10.7,3.2,37.7,70
2024-01-08,14.6,7.1,1.6,37.8,77
2024-01-09,6.7,2.7,17.7,33.0,87
2024-01-10,6.7,3.4,13.4,34.8,81
2024-01-11,6.1,3.1,0.0,19.0,71
2024-01-12,6.8,-0.9,0.5,27.0,71
2024-01-13,4.0,-0.3,0.0,24.0,62
2024-01-14,7.1,-2.2,0.0,21.9,69
2024-01-15,11.8,6.6,0.0,30.3,66
2024-01-16,13.0,7.4,10.4,31.3,76
2024-01-17,11.7,4.5,0.0,13.0,85
2024-01-18,14.6,8.0,0.6,34.7,74
2024-01-19,16.5,13.0,10.1,43.1,74
2024-01-20,13.5,4.2,20.6,34.4,87
2024-01-21,6.9,4.2,5.0,33.8,72
2024-01-22,6.9,4.5,0.2,29.1,64
2024-01-23,8.3,3.3,0.0,18.1,69
2024-01-24,8.0,3.7,0.1,19.8,76
2024-01-25,9.0,1.5,1.3,24.2,82
2024-01-26,9.9,2.4,2.7,18.3,81
2024-01-27,8.4,1.7,5.0,19.7,84
2024-01-28,6.5,2.4,1.5,23.1,76
2024-01-29,5.2,2.6,4.4,25.3,85
2024-01-30,6.1,2.4,2.8,34.5,83
2024-01-31,7.4,4.4,0.3,31.8,77
2024-02-01,8.4,2.4,0.0,17.8,77
2024-02-02,9.3,0.3,0.2,15.9,81
2024-02-03,9.0,1.7,0.0,15.3,73
2024-02-04,9.5,5.5,0.3,22.8,77
2024-02-05,13.9,8.4,0.0,27.1,82
2024-02-06,15.5,9.4,0.0,20.3,79
2024-02-07,16.0,9.9,0.0,27.8,82
2024-02-08,16.6,12.0,0.4,28.0,77
2024-02-09,16.1,10.0,0.0,23.4,79
2024-02-10,16.4,11.5,0.0,31.9,70
2024-02-11,17.8,13.1,0.0,33.1,64
2024-02-12,17.6,10.7,3.4,21.2,75
2024-02-13,14.1,6.9,3.4,18.6,85
2024-02-14,10.8,4.9,0.7,27.5,88
2024-02-15,7.7,6.3,13.9,27.0,92
2024-02-16,8.6,6.5,6.2,18.9,91
2024-02-17,8.5,5.9,0.2,20.6,83
2024-02-18,8.1,3.8,0.0,14.8,81
2024-02-19,9.1,3.0,0.0,16.3,83
2024-02-20,10.3,1.7,0.0,16.4,77
2024-02-21,10.6,1.7,0.0,12.5,77
2024-02-22,11.7,1.7,0.0,10.2,76
2024-02-23,15.7,4.2,0.0,18.5,71
2024-02-24,17.5,8.8,0.0,20.0,72
2024-02-25,18.4,7.5,0.0,12.5,71
2024-02-26,17.5,7.7,0.0,16.3,73
2024-02-27,14.6,6.3,0.0,16.6,89
2024-02-28,15.9,5.4,0.0,15.3,90
2024-02-29,18.2,5.9,0.0,19.5,88
2024-03-01,16.8,5.8,0.0,19.2,90
2024-03-02,15.9,6.0,0.0,14.6,90
2024-03-03,13.2,6.0,0.6,14.1,91
2024-03-04,14.8,4.1,0.0,10.4,87
2024-03-05,15.5,6.8,1.9,13.3,83
2024-03-06,9.9,5.1,1.7,18.1,86
2024-03-07,12.2,2.7,0.0,16.1,77
2024-03-08,7.9,5.7,16.1,18.6,91
2024-03-09,10.0,4.2,2.8,15.6,86
2024-03-10,11.3,1.4,0.0,13.3,82
2024-03-11,17.3,4.9,0.0,12.2,68
2024-03-12,17.8,10.2,4.8,17.7,70
2024-03-13,14.4,8.2,9.1,23.8,84
2024-03-14,13.8,6.0,1.6,15.0,87
2024-03-15,11.1,4.8,5.9,16.8,87
2024-03-16,12.8,3.4,0.3,13.7,86
2024-03-17,13.7,3.8,0.0,16.2,79
2024-03-18,14.4,2.7,0.0,12.7,84
2024-03-19,15.7,4.6,0.1,21.2,73
2024-03-20,8.5,2.5,6.1,26.6,85
2024-03-21,10.3,0.5,0.4,14.1,80
2024-03-22,10.1,2.1,3.4,22.5,84
2024-03-23,11.0,2.1,0.0,13.1,78
2024-03-24,14.8,2.6,0.0,19.7,71
2024-03-25,15.2,6.7,8.7,34.7,74
2024-03-26,13.3,6.8,0.0,17.1,72
2024-03-27,21.0,8.9,6.2,15.0,71
2024-03-28,21.1,12.8,1.3,23.0,65
2024-03-29,21.3,9.3,0.0,14.2,77
2024-03-30,23.9,10.4,0.0,10.7,73
2024-03-31,22.7,10.7,0.0,14.1,73
2024-04-01,23.7,11.6,0.0,15.0,70
2024-04-02,24.4,12.4,0.0,16.6,69
2024-04-03,19.8,11.9,0.0,22.3,59
2024-04-04,20.3,9.2,0.0,16.4,59
2024-04-05,20.3,7.7,0.0,10.6,73
2024-04-06,20.9,8.7,0.0,12.5,65
2024-04-07,16.7,10.7,1.3,22.8,68
2024-04-08,17.1,9.5,0.0,26.1,76
2024-04-09,18.8,8.4,0.0,20.6,78
2024-04-10,19.5,9.9,0.0,20.0,82
2024-04-11,19.7,10.0,0.0,19.8,82
2024-04-12,21.0,11.3,0.0,19.9,78
2024-04-13,21.8,11.7,0.0,19.2,78
2024-04-14,23.5,9.2,0.0,11.4,68
2024-04-15,23.7,11.1,0.0,11.8,62
2024-04-16,26.9,13.3,0.0,19.6,55
2024-04-17,25.6,17.3,0.4,30.7,49
2024-04-18,20.2,12.2,0.6,28.7,71
2024-04-19,16.2,11.6,4.9,22.7,84
2024-04-20,14.4,10.0,31.9,32.3,89
2024-04-21,18.7,7.0,0.0,18.8,72
2024-04-22,19.4,12.5,2.3,25.3,70
2024-04-23,21.8,13.6,0.4,23.9,71
2024-04-24,25.0,15.7,0.0,26.3,66
2024-04-25,23.0,14.8,0.4,11.2,76
2024-04-26,19.4,13.1,1.4,16.3,80
2024-04-27,17.9,12.0,0.0,31.4,80
2024-04-28,18.4,12.8,22.6,25.0,85
2024-04-29,16.6,12.4,0.6,21.1,84
2024-04-30,17.9,13.2,0.7,24.1,88
2024-05-01,15.5,13.0,15.1,25.0,87
2024-05-02,16.0,11.0,0.4,16.0,87
2024-05-03,19.8,10.7,3.6,15.4,87
2024-05-04,17.8,10.2,1.8,16.8,79
2024-05-05,16.8,9.1,6.8,27.1,74
2024-05-06,19.1,5.8,0.0,10.5,71
2024-05-07,21.8,8.7,0.0,10.9,72
2024-05-08,25.1,12.8,0.0,21.4,76
2024-05-09,19.3,13.9,0.0,23.1,84
2024-05-10,17.8,13.0,19.8,38.4,83
2024-05-11,16.6,9.7,10.2,34.6,80
2024-05-12,21.1,8.3,0.1,19.4,82
2024-05-13,15.1,9.0,5.6,27.2,81
2024-05-14,18.3,6.3,0.0,17.3,67
2024-05-15,19.0,8.0,0.0,21.1,60
2024-05-16,19.4,10.4,0.2,20.0,71
2024-05-17,20.8,11.6,4.4,24.5,74
2024-05-18,21.9,12.6,0.0,15.6,77
2024-05-19,21.3,12.8,2.3,26.2,82
2024-05-20,20.4,13.5,0.0,20.2,80
2024-05-21,21.8,13.1,0.0,18.4,80
2024-05-22,25.3,13.3,0.0,18.4,78
2024-05-23,21.3,14.5,3.6,20.5,83
2024-05-24,21.0,13.8,7.7,17.7,84
2024-05-25,22.7,13.4,0.0,24.5,82
2024-05-26,21.1,14.3,0.0,30.1,78
2024-05-27,19.1,12.5,0.7,19.2,78
2024-05-28,20.4,11.0,1.9,10.0,78
2024-05-29,24.2,11.6,0.0,9.9,69
2024-05-30,27.1,14.0,0.0,13.8,68
2024-05-31,27.9,15.4,0.0,12.2,60
2024-06-01,29.7,16.3,0.0,12.7,58
2024-06-02,31.6,17.1,0.0,14.3,53
2024-06-03,34.1,18.7,0.0,18.1,53
2024-06-04,33.5,18.6,0.0,13.6,56
2024-06-05,30.6,20.4,0.0,19.4,62
2024-06-06,30.1,19.2,0.0,24.2,65
2024-06-07,29.2,20.0,0.0,23.5,68
2024-06-08,27.8,19.7,0.0,25.3,72
2024-06-09,29.3,18.9,0.0,22.7,69
2024-06-10,32.4,18.1,0.0,15.5,64
2024-06-11,35.1,20.7,0.0,13.0,54
2024-06-12,34.5,23.7,0.0,21.5,58
2024-06-13,34.7,22.7,0.0,18.6,66
2024-06-14,32.3,18.1,9.4,35.8,70
2024-06-15,26.4,17.9,0.2,17.0,70
2024-06-16,28.7,16.0,0.0,19.6,63
2024-06-17,31.0,16.8,0.0,20.1,55
2024-06-18,30.0,19.2,0.0,31.1,68
2024-06-19,29.2,20.5,0.0,29.6,68
2024-06-20,29.4,20.2,0.0,27.4,71
2024-06-21,29.2,20.8,0.0,30.0,73
2024-06-22,27.4,20.8,0.0,31.7,69
2024-06-23,27.7,20.3,0.0,32.8,69
2024-06-24,27.8,20.5,0.0,25.5,73
2024-06-25,28.7,20.4,0.0,29.4,72
2024-06-26,28.1,19.9,0.0,27.6,67
2024-06-27,27.7,19.8,0.0,29.5,67
2024-06-28,27.4,20.1,0.0,34.6,68
2024-06-29,28.0,21.1,0.0,32.1,68
2024-06-30,30.1,20.5,0.0,24.3,69
2024-07-01,29.8,19.6,0.0,25.5,71
2024-07-02,33.3,20.6,0.0,16.9,67
2024-07-03,30.9,19.3,0.0,26.5,65
2024-07-04,27.4,20.2,5.2,20.2,75
2024-07-05,28.1,18.4,2.6,21.3,77
2024-07-06,29.2,18.2,1.0,32.2,72
2024-07-07,29.7,21.9,0.0,27.7,70
2024-07-08,30.6,21.6,0.0,25.9,76
2024-07-09,31.6,22.8,0.0,26.6,75
2024-07-10,32.5,23.8,0.0,27.8,72
2024-07-11,27.5,22.7,13.3,25.0,80
2024-07-12,30.0,22.9,3.3,25.5,78
2024-07-13,31.0,22.8,0.0,27.3,78
2024-07-14,31.5,23.4,0.0,23.3,66
2024-07-15,32.4,22.7,0.0,26.2,65
2024-07-16,32.8,22.3,0.0,26.9,65
2024-07-17,34.3,24.6,0.9,23.5,68
2024-07-18,34.2,24.8,0.0,24.5,69
2024-07-19,33.2,25.1,0.0,28.1,71
2024-07-20,32.6,25.2,0.4,26.5,71
2024-07-21,33.4,24.1,0.0,24.5,68
2024-07-22,34.6,22.7,0.0,22.2,64
2024-07-23,31.6,24.5,0.9,25.9,74
2024-07-24,30.8,21.1,0.7,25.8,68
2024-07-25,30.7,22.5,0.6,26.9,63
2024-07-26,26.4,21.6,2.5,26.2,73
2024-07-27,27.9,19.3,1.7,22.9,72
2024-07-28,31.0,20.7,0.1,28.9,72
2024-07-29,31.3,23.1,0.0,29.2,63
2024-07-30,29.4,23.0,3.3,31.3,67
2024-07-31,28.6,20.5,0.0,27.0,58
2024-08-01,29.1,19.5,0.0,25.0,66
2024-08-02,29.8,19.8,0.0,22.2,70
2024-08-03,33.1,19.4,0.0,11.0,67
2024-08-04,32.4,20.9,0.0,19.5,61
2024-08-05,29.3,21.6,0.2,23.3,72
2024-08-06,31.4,20.3,0.0,15.0,65
2024-08-07,27.8,20.0,0.4,22.3,68
2024-08-08,29.0,19.5,0.1,21.6,69
2024-08-09,30.3,21.9,0.1,23.8,66
2024-08-10,30.2,22.0,0.2,24.1,66
2024-08-11,30.7,23.2,0.0,26.6,68
2024-08-12,31.0,22.7,0.0,27.1,71
2024-08-13,32.3,21.9,0.0,26.3,68
2024-08-14,32.6,23.7,0.0,34.4,64
2024-08-15,30.3,23.1,0.0,27.8,64
2024-08-16,29.1,21.5,0.0,30.4,63
2024-08-17,29.2,22.2,0.0,29.9,56
2024-08-18,30.0,20.2,0.0,24.3,62
2024-08-19,30.3,20.7,1.2,17.7,70
2024-08-20,32.0,18.5,0.0,19.2,72
2024-08-21,29.2,20.5,1.3,18.7,79
2024-08-22,32.3,21.4,0.0,19.6,75
2024-08-23,31.3,21.3,0.0,23.4,73
2024-08-24,30.4,22.4,0.0,24.2,67
2024-08-25,30.3,21.1,0.0,26.8,63
2024-08-26,30.7,22.8,0.1,26.6,68
2024-08-27,29.7,20.0,1.7,24.1,69
2024-08-28,28.7,20.1,0.0,17.4,70
2024-08-29,27.4,19.5,4.7,17.5,72
2024-08-30,26.6,19.6,3.3,18.7,77
2024-08-31,27.5,19.9,0.7,14.3,74
2024-09-01,27.0,20.3,4.6,17.9,79
2024-09-02,25.2,19.7,20.2,14.8,86
2024-09-03,28.6,19.8,1.6,11.0,82
2024-09-04,29.2,20.4,0.5,25.1,80
2024-09-05,29.5,19.7,0.0,16.1,72
2024-09-06,29.7,17.6,0.0,17.4,67
2024-09-07,27.4,19.3,1.1,17.8,75
2024-09-08,25.6,19.4,2.2,25.7,79
2024-09-09,27.6,18.0,1.7,18.6,73
2024-09-10,30.1,19.1,0.2,17.1,71
2024-09-11,27.9,20.6,0.4,16.4,75
2024-09-12,28.5,20.5,0.9,18.8,72
2024-09-13,30.0,20.3,0.0,13.5,67
2024-09-14,31.0,23.3,0.0,24.0,58
2024-09-15,26.0,17.2,4.7,21.8,79
2024-09-16,25.8,15.0,0.9,18.1,73
2024-09-17,24.3,17.2,3.1,20.7,76
2024-09-18,25.0,17.2,3.4,22.3,77
2024-09-19,24.5,16.7,0.4,22.5,70
2024-09-20,25.5,16.0,2.6,21.0,77
2024-09-21,22.2,17.8,7.0,22.4,77
2024-09-22,24.8,15.7,1.6,27.3,61
2024-09-23,24.6,16.4,1.0,17.3,79
2024-09-24,26.2,14.9,0.1,11.7,79
2024-09-25,26.8,16.0,0.0,18.7,73
2024-09-26,27.4,16.5,0.0,19.1,76
2024-09-27,28.4,17.1,0.0,18.7,80
2024-09-28,29.2,19.0,0.0,17.8,82
2024-09-29,28.6,18.2,1.8,15.4,84
2024-09-30,19.5,13.8,34.0,27.6,78
2024-10-01,19.1,14.1,0.4,19.1,61
2024-10-02,21.7,15.3,0.2,14.7,67
2024-10-03,23.5,13.5,0.0,9.9,79
2024-10-04,27.1,15.8,0.0,16.0,65
2024-10-05,30.7,18.6,0.0,10.1,58
2024-10-06,27.7,18.9,0.1,15.4,75
2024-10-07,22.9,16.4,1.3,20.3,80
2024-10-08,24.4,14.4,0.0,19.5,71
2024-10-09,24.4,13.6,0.5,19.2,77
2024-10-10,24.5,18.7,0.3,17.4,75
2024-10-11,26.5,19.3,0.0,20.5,73
2024-10-12,23.1,16.9,2.3,22.7,82
2024-10-13,19.1,15.0,0.0,16.7,80
2024-10-14,22.2,12.1,0.0,14.1,78
2024-10-15,21.7,13.0,0.0,20.1,78
2024-10-16,20.6,10.9,0.8,28.5,83
2024-10-17,15.5,12.0,1.6,28.6,71
2024-10-18,16.5,9.9,1.2,22.4,69
