trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
2020-04-13,1,18,9.472027972027972,15.4,5.6,0.0,14.1,75
2020-04-14,2,17,8.735191637630662,19.7,7.5,0.0,23.4,67
2020-04-15,6,27,14.742160278745644,14.1,7.0,5.5,33.3,82
2020-04-16,4,24,12.251748251748252,13.1,5.9,0.0,22.7,68
2020-04-17,1,24,11.687943262411348,15.4,4.1,0.0,10.7,69
2020-04-18,1,15,7.40625,19.2,8.0,0.0,15.0,73
2020-04-19,1,13,6.177083333333333,21.9,9.3,0.0,11.4,67
2020-04-20,1,24,10.557491289198605,16.1,10.2,0.0,33.1,80
2020-04-21,2,38,14.88111888111888,12.8,8.8,2.5,24.8,77
2020-04-22,1,29,12.832752613240418,12.3,8.6,0.0,32.7,65
2020-04-23,1,17,8.32404181184669,13.0,6.4,0.0,27.8,68
2020-04-24,1,17,7.284722222222222,14.1,7.5,0.0,29.0,75
2020-04-25,1,15,6.149825783972124,13.9,5.6,0.0,13.0,78
2020-04-26,1,13,6.00354609929078,19.9,6.0,0.0,20.6,67
2020-04-27,1,36,11.923344947735192,20.4,10.0,0.0,20.8,71
2020-04-28,1,31,11.940766550522648,21.2,9.4,0.0,17.5,60
2020-04-29,1,31,13.361403508771929,22.2,9.1,0.0,11.9,56
2020-04-30,1,38,14.37630662020906,22.7,12.9,0.0,16.9,68
2020-05-01,1,17,6.334494773519164,20.9,13.2,0.0,16.1,81
2020-05-02,1,18,6.670138888888888,22.5,13.7,0.0,16.8,75
2020-05-03,1,20,9.369337979094077,19.2,14.5,3.7,12.7,81
2020-05-04,6,51,21.71276595744681,14.4,13.0,17.9,15.7,94
2020-05-05,1,27,14.073684210526316,17.7,11.7,4.0,19.7,87
2020-05-06,1,35,14.616724738675957,20.7,11.4,0.4,23.8,79
2020-05-07,1,38,16.637630662020904,14.7,10.1,6.7,26.0,74
2020-05-08,1,42,14.424354243542435,17.9,9.3,0.8,19.6,75
2020-05-09,1,17,7.505376344086021,19.7,8.9,0.0,11.3,66
2020-05-10,1,15,6.4642857142857135,22.6,8.9,0.0,9.8,61
2020-05-11,1,44,16.43913043478261,24.9,13.3,0.0,11.7,63
2020-05-12,1,38,15.731092436974787,27.6,16.1,0.0,29.8,54
2020-05-13,1,42,17.745833333333334,20.0,13.7,0.0,26.2,78
2020-05-14,1,47,17.34583333333333,21.1,13.2,0.0,16.0,86
2020-05-15,1,53,20.408071748878925,28.3,15.6,0.0,19.7,72
2020-05-16,1,15,7.752066115702479,27.0,18.0,0.0,22.5,67
2020-05-17,1,13,5.836,30.8,15.7,0.0,17.5,73
2020-05-18,1,15,7.069686411149825,25.3,16.4,0.0,30.3,74
2020-05-19,1,15,7.381118881118882,27.2,15.8,0.0,24.7,60
2020-05-20,1,58,24.303571428571427,28.1,15.1,0.0,20.8,70
2020-05-21,1,65,26.530035335689043,21.2,14.9,0.6,29.1,82
2020-05-22,6,51,26.320895522388057,16.3,10.4,12.3,36.4,76
2020-05-23,1,17,6.93006993006993,15.3,9.0,3.6,24.1,75
2020-05-24,1,8,2.635687732342008,17.8,9.3,0.0,11.0,75
2020-05-25,1,11,3.686411149825784,17.7,11.8,0.9,20.2,82
2020-05-26,1,11,4.340277777777778,19.2,11.9,0.0,21.6,75
2020-05-27,1,54,22.871428571428567,16.4,11.9,7.5,26.5,81
2020-05-28,6,44,19.71897810218978,17.6,11.6,6.2,11.5,87
2020-05-29,2,60,22.56343283582089,18.0,11.4,3.9,18.1,85
2020-05-30,1,11,5.885416666666666,20.2,14.2,0.1,17.8,78
2020-05-31,1,6,2.7929824561403507,22.6,12.8,0.0,16.3,70
2020-06-01,1,80,28.11111111111111,19.5,14.3,3.2,16.4,83
2020-06-02,1,60,24.944915254237287,19.5,13.8,3.6,13.2,79
2020-06-03,1,62,25.479020979020977,19.2,13.3,4.0,8.9,81
2020-06-04,1,54,25.54355400696864,22.5,13.0,0.3,18.7,75
2020-06-05,2,67,30.004016064257026,25.8,15.2,0.0,17.6,62
2020-06-06,1,31,14.426294820717132,29.5,15.6,0.0,18.1,64
2020-06-07,1,24,10.939271255060728,26.4,16.7,0.0,19.4,73
2020-06-08,1,54,24.34509803921569,24.7,16.6,0.0,14.2,74
2020-06-09,4,54,25.575645756457565,29.1,16.4,0.0,15.0,64
2020-06-10,4,56,27.01063829787234,28.8,19.2,0.0,18.6,60
2020-06-11,4,60,26.848591549295772,26.9,17.6,0.0,22.0,78
2020-06-12,6,60,28.87188612099644,25.8,18.0,1.2,20.7,75
2020-06-13,4,42,19.419928825622772,23.5,18.7,6.6,17.6,78
2020-06-14,1,26,13.16117216117216,23.4,18.7,13.5,21.1,83
2020-06-15,8,54,26.35494880546075,25.5,19.7,5.9,22.4,83
2020-06-16,4,58,27.55749128919861,28.2,18.6,0.0,17.9,78
2020-06-17,4,58,27.721830985915492,28.0,18.8,0.0,14.4,76
2020-06-18,4,58,27.75886524822695,23.9,18.9,9.2,13.0,88
2020-06-19,2,62,32.81362007168459,22.5,18.7,13.9,17.8,88
2020-06-20,1,54,13.343971631205672,26.0,20.4,1.8,18.9,79
2020-06-21,1,29,12.761403508771927,25.6,20.4,0.0,18.7,76
2020-06-22,1,56,26.333333333333332,25.8,17.9,1.2,15.0,82
2020-06-23,2,54,27.13588850174216,25.2,20.2,13.1,10.2,84
2020-06-24,4,56,27.140350877192983,24.7,19.3,17.8,19.2,84
2020-06-25,4,62,29.5859649122807,26.0,19.0,0.5,19.7,84
2020-06-26,6,67,34.397887323943664,25.2,20.4,0.7,29.1,83
2020-06-27,2,47,13.415492957746478,26.2,20.5,0.0,25.5,77
2020-06-28,1,36,9.516908212560386,27.4,20.0,0.0,22.7,76
2020-06-29,2,63,31.043478260869563,28.5,19.6,0.0,18.1,78
2020-06-30,1,60,29.5663082437276,30.5,17.8,0.0,11.2,68
2020-07-01,2,63,31.153846153846157,29.4,20.5,0.0,17.8,73
2020-07-02,4,62,30.354166666666664,29.3,22.6,0.0,25.3,80
2020-07-03,4,60,31.208333333333332,29.4,22.6,0.0,22.7,80
2020-07-04,4,42,22.927083333333332,29.5,22.6,0.0,22.4,81
2020-07-05,2,31,14.409722222222221,29.7,22.4,0.0,25.9,79
2020-07-06,2,54,26.770833333333332,30.8,23.7,0.0,24.6,77
2020-07-07,4,60,29.072916666666664,29.9,23.2,0.0,19.6,81
2020-07-08,6,60,29.4247491638796,24.6,20.8,1.3,35.6,75
2020-07-09,4,60,28.878472222222225,26.8,19.3,0.0,30.3,58
2020-07-10,6,62,30.684027777777775,26.2,20.4,0.0,31.1,64
2020-07-11,2,44,22.128472222222225,27.8,21.5,0.0,30.3,68
2020-07-12,1,33,15.684027777777777,28.5,21.2,0.0,26.0,75
2020-07-13,4,62,29.721254355400696,24.9,19.8,1.4,33.4,83
2020-07-14,4,63,29.979166666666664,25.4,19.6,0.0,29.1,57
2020-07-15,2,27,16.302083333333332,23.7,18.1,0.0,23.7,66
2020-07-16,4,56,27.881944444444443,25.7,18.1,0.0,20.9,66
2020-07-17,4,58,29.024305555555557,27.2,17.7,0.0,27.6,73
2020-07-18,4,42,23.17013888888889,27.8,20.2,0.0,26.2,73
2020-07-19,2,27,14.343971631205672,28.4,21.5,0.0,23.5,76
2020-07-20,1,54,26.541666666666664,27.5,21.0,0.0,18.8,78
2020-07-21,6,60,29.507142857142856,27.3,19.9,0.0,22.5,75
2020-07-22,4,60,30.405982905982903,28.9,20.6,0.0,26.6,72
2020-07-23,4,62,30.204166666666666,29.8,21.8,0.0,31.5,71
2020-07-24,4,58,30.760784313725487,29.0,22.1,0.0,33.6,67
2020-07-25,4,40,22.466666666666665,28.3,21.1,0.0,27.5,67
2020-07-26,1,26,14.269076305220883,29.4,21.1,0.0,22.3,74
2020-07-27,4,54,25.496527777777775,29.7,20.1,0.0,22.1,75
2020-07-28,4,53,26.32638888888889,30.3,21.4,0.0,22.2,75
2020-07-29,2,54,27.807017543859647,33.6,19.9,0.0,23.6,68
2020-07-30,2,38,16.73611111111111,30.9,22.1,0.0,24.6,74
2020-07-31,1,26,11.215277777777777,30.5,22.2,0.0,22.4,75
2020-08-01,1,27,13.320557491289199,30.6,20.0,0.0,25.1,74
2020-08-02,1,29,12.416961130742049,29.1,21.1,0.0,29.0,65
2020-08-03,1,24,11.920138888888888,27.7,20.5,0.0,27.2,64
2020-08-04,1,44,17.322916666666664,29.0,21.7,0.0,26.8,67
2020-08-05,1,51,20.975694444444443,28.9,20.8,0.0,25.5,66
2020-08-06,2,56,23.902777777777775,30.0,22.0,0.0,27.8,72
2020-08-07,4,54,25.885416666666664,31.7,22.3,0.0,26.0,71
2020-08-08,2,42,21.444444444444443,30.8,23.4,0.0,31.9,72
2020-08-09,2,33,16.930555555555557,30.3,24.1,0.0,35.3,71
2020-08-10,4,60,29.322916666666664,29.8,23.0,0.3,29.5,68
2020-08-11,4,62,30.07986111111111,30.1,21.7,0.0,24.1,68
2020-08-12,2,63,29.39721254355401,31.3,21.7,0.0,23.8,68
2020-08-13,4,62,29.375,29.8,21.2,0.0,25.8,74
2020-08-14,4,65,31.020833333333332,27.8,21.5,0.0,24.3,64
2020-08-15,2,45,24.60975609756097,28.6,20.4,0.0,25.4,60
2020-08-16,1,31,16.20138888888889,27.0,21.1,0.0,29.8,59
2020-08-17,1,58,26.4612676056338,27.6,21.2,0.0,28.3,53
2020-08-18,2,58,30.68093385214008,27.2,19.7,0.0,24.0,64
2020-08-19,2,60,30.289962825278806,29.8,18.8,0.0,22.1,69
2020-08-20,2,58,29.95486111111111,27.0,18.4,0.2,20.5,77
2020-08-21,2,60,30.92013888888889,27.3,19.9,1.4,23.9,80
2020-08-22,2,45,23.625,29.5,18.7,0.0,21.4,81
2020-08-23,1,31,15.839857651245552,28.5,19.9,0.0,23.2,77
2020-08-24,1,62,27.256317689530682,30.0,21.1,0.0,27.2,74
2020-08-25,4,62,30.228571428571428,29.4,21.4,0.0,20.9,69
2020-08-26,2,62,29.41696113074205,29.0,19.5,0.0,22.8,74
2020-08-27,2,62,29.409722222222225,28.5,19.0,0.4,18.3,77
2020-08-28,6,65,32.298611111111114,31.8,17.1,0.0,23.8,66
2020-08-29,1,47,25.60975609756097,32.0,20.5,0.0,26.0,67
2020-08-30,1,36,16.947916666666664,30.5,22.2,0.0,22.1,78
2020-08-31,1,63,29.135416666666664,29.6,21.0,0.0,20.1,77
2020-09-01,2,63,30.461805555555557,31.1,20.7,0.0,20.9,74
2020-09-02,4,65,31.409722222222225,31.0,19.9,0.0,21.3,77
2020-09-03,2,65,31.323943661971832,30.9,20.9,0.0,18.6,77
2020-09-04,2,65,32.010416666666664,27.1,20.7,0.4,32.0,80
2020-09-05,4,53,26.658362989323845,25.7,19.7,2.1,28.1,70
2020-09-06,1,36,17.652777777777775,27.3,18.4,0.0,19.9,72
2020-09-07,1,62,28.409722222222225,29.3,19.1,0.0,22.9,76
2020-09-08,2,63,29.878472222222225,28.1,20.2,0.0,27.7,77
2020-09-09,2,62,29.380782918149464,27.6,21.7,0.0,29.9,72
2020-09-10,4,63,36.25380710659898,28.4,20.0,0.0,27.5,69
2020-09-11,4,63,23.863874345549736,26.6,21.0,0.0,30.0,72
2020-09-12,2,49,25.708333333333332,28.2,21.8,0.0,31.1,69
2020-09-13,1,36,18.28301886792453,27.0,22.7,1.3,28.0,77
2020-09-14,2,60,29.01,27.6,22.4,0.0,29.5,72
2020-09-15,4,62,32.27586206896552,28.5,22.3,0.0,31.6,66
2020-09-16,2,60,27.885057471264368,27.5,22.2,0.0,31.4,67
2020-09-17,4,65,33.59036144578313,28.5,20.7,0.0,18.7,71
2020-09-18,4,65,31.653465346534652,27.0,18.6,0.0,24.5,78
2020-09-19,6,51,27.844155844155843,24.3,19.4,0.0,28.6,61
2020-09-20,2,54,19.444444444444443,22.5,19.2,1.7,33.4,69
2020-09-21,1,63,32.67179487179487,25.2,19.4,0.0,27.0,66
2020-09-22,4,62,29.85763888888889,26.3,17.7,0.0,22.9,64
2020-09-23,2,63,29.493055555555557,25.2,17.1,0.0,9.0,76
2020-09-24,2,65,32.08148148148148,27.1,16.2,0.0,9.1,70
2020-09-25,2,65,31.84375,27.4,18.5,0.2,11.9,69
2020-09-26,2,54,27.597222222222225,30.5,18.9,0.0,19.9,59
2020-09-27,2,42,20.78181818181818,27.2,20.4,0.3,26.2,56
2020-09-28,1,65,28.854166666666664,27.1,17.7,0.0,12.2,62
2020-09-29,2,65,31.989583333333332,25.4,17.8,1.8,33.4,79
2020-09-30,1,65,30.614583333333332,21.0,16.4,13.6,14.6,75
2020-10-01,2,71,32.386759581881535,21.6,16.0,0.0,15.9,66
2020-10-02,2,69,33.40625,23.1,15.6,0.0,14.8,67
2020-10-03,2,56,28.208333333333332,26.2,14.2,0.0,11.8,64
2020-10-04,1,44,20.756944444444443,27.2,15.5,0.0,10.7,64
2020-10-05,1,69,29.354166666666664,31.0,17.4,0.0,13.5,61
2020-10-06,2,67,31.215277777777775,30.0,18.7,0.0,10.5,71
2020-10-07,2,71,32.719723183391004,31.1,20.0,0.0,12.9,72
2020-10-08,4,67,31.461805555555557,25.6,18.2,38.2,25.5,76
2020-10-09,6,85,34.280276816609,19.8,14.5,8.9,17.6,84
2020-10-10,2,60,28.88888888888889,20.0,14.9,0.9,15.3,84
2020-10-11,1,47,21.60763888888889,23.0,14.8,0.0,12.1,80
2020-10-12,1,63,29.39236111111111,23.6,14.3,0.0,9.4,81
2020-10-13,2,83,33.517361111111114,26.6,17.0,0.8,34.9,74
2020-10-14,4,67,31.494773519163765,22.6,16.7,0.1,24.7,75
2020-10-15,4,71,33.072916666666664,23.2,15.4,0.0,9.2,78
2020-10-16,4,67,33.16376306620209,23.2,15.6,0.0,17.4,75
2020-10-17,2,67,30.149305555555557,25.5,17.2,1.9,27.7,68
2020-10-18,1,45,19.190972222222225,19.4,16.7,9.0,24.6,87
2020-10-19,4,67,30.409722222222225,18.5,15.8,0.2,22.4,67
2020-10-20,2,63,31.993031358885016,18.3,14.6,1.1,30.2,74
2020-10-21,9,69,32.961672473867594,20.7,16.2,0.6,32.7,78
2020-10-22,2,67,29.965156794425088,22.7,15.7,0.0,18.1,83
2020-10-23,2,67,30.38148148148148,22.8,14.6,0.0,11.0,88
2020-10-24,2,53,25.587786259541986,21.1,14.4,0.0,10.3,92
2020-10-25,2,42,19.015686274509804,24.7,13.9,0.0,10.0,86
2020-10-26,1,62,26.337164750957854,20.5,14.3,0.0,14.2,88
2020-10-27,2,65,30.77323420074349,22.6,13.7,0.0,19.3,88
2020-10-28,2,69,29.742857142857144,20.8,16.7,1.6,12.5,90
2020-10-29,2,27,15.875,18.8,14.4,20.3,15.0,90
2020-10-30,1,71,29.23611111111111,18.7,13.0,14.4,18.0,89
2020-10-31,2,40,19.871527777777775,15.1,10.6,1.2,20.1,77
2020-11-01,1,35,16.197916666666664,15.4,9.6,3.0,23.9,71
2020-11-02,1,65,26.61111111111111,15.9,10.0,0.0,8.2,76
2020-11-03,1,65,29.40625,15.8,8.7,2.1,9.7,87
2020-11-04,4,72,34.291666666666664,15.5,11.6,2.7,23.5,88
2020-11-05,6,63,35.75609756097561,16.8,11.3,3.7,28.5,87
2020-11-06,15,51,29.34,16.6,12.9,2.1,31.1,79
2020-11-07,4,58,27.09183673469388,14.8,11.6,1.0,22.3,80
2020-11-08,2,65,16.53125,17.2,12.7,0.0,26.7,83
2020-11-09,1,63,24.927083333333332,18.6,13.1,0.0,22.8,83
2020-11-10,4,62,28.494545454545452,17.1,13.8,0.2,25.5,82
2020-11-11,4,69,38.452513966480446,16.0,13.1,0.5,27.5,80
2020-11-12,2,60,26.98263888888889,16.4,12.6,0.0,19.9,74
2020-11-13,2,62,28.371527777777775,15.9,11.0,0.4,23.0,83
2020-11-14,1,60,27.19148936170213,14.2,11.9,0.9,18.7,80
2020-11-15,1,31,12.888501742160278,13.8,9.6,0.0,14.1,87
2020-11-16,1,65,24.972222222222225,15.3,7.4,0.0,11.7,87
2020-11-17,4,67,28.663194444444443,16.8,7.5,0.0,16.4,86
2020-11-18,2,69,29.62369337979094,14.1,8.4,1.7,24.2,90
2020-11-19,4,62,26.38888888888889,13.6,10.8,0.4,37.3,73
2020-11-20,4,71,29.15625,13.0,10.4,0.0,27.9,72
2020-11-21,4,51,23.346289752650176,12.2,10.3,0.3,26.5,74
2020-11-22,1,29,13.659722222222221,11.8,7.9,0.2,25.5,79
2020-11-23,4,58,26.536496350364963,13.7,5.7,0.0,14.0,78
2020-11-24,1,56,25.131944444444443,12.8,3.3,0.0,20.2,82
2020-11-25,4,58,26.868055555555557,12.6,10.2,0.4,26.6,65
2020-11-26,4,60,25.208333333333332,14.0,7.6,0.0,22.8,73
2020-11-27,2,63,25.8986013986014,15.2,6.1,0.0,10.6,78
2020-11-28,1,49,19.73611111111111,13.5,5.7,0.0,13.0,81
2020-11-29,1,31,11.368055555555555,14.9,5.1,0.0,11.9,69
2020-11-30,4,65,26.5,15.0,8.2,0.2,30.4,67
2020-12-01,6,67,30.580071174377224,9.2,6.6,3.6,28.0,84
2020-12-02,8,62,27.395104895104893,7.4,5.8,0.0,15.9,82
2020-12-03,4,63,29.052264808362366,13.8,7.3,0.1,13.5,84
2020-12-04,4,83,37.072916666666664,16.7,4.9,0.0,13.9,86
2020-12-05,2,18,8.180555555555555,16.3,5.8,0.0,14.9,86
2020-12-06,1,15,5.84641638225256,14.6,10.1,0.0,22.8,89
2020-12-07,2,71,32.77083333333333,12.9,9.0,0.4,25.0,86
2020-12-08,6,67,32.298611111111114,13.8,7.4,1.9,24.5,86
2020-12-09,6,65,29.538194444444443,15.3,5.5,0.8,15.9,81
2020-12-10,6,67,30.371527777777775,16.4,11.0,0.0,23.5,62
2020-12-11,6,74,36.46875,14.7,10.5,2.0,28.9,77
2020-12-12,2,20,9.565972222222223,14.6,9.9,2.5,22.7,71
2020-12-13,1,15,7.392361111111111,15.3,11.7,5.1,18.8,82
2020-12-14,8,72,38.260416666666664,14.6,11.9,3.6,29.5,92
2020-12-15,11,72,40.02430555555556,11.9,9.1,15.9,32.1,91
2020-12-16,6,67,32.32950191570881,11.1,8.3,0.1,17.7,88
2020-12-17,6,65,32.254355400696866,12.2,8.1,0.0,18.2,89
2020-12-18,4,72,33.36458333333333,11.6,5.4,0.0,18.2,82
2020-12-19,1,15,4.826989619377162,11.7,5.2,0.0,13.2,86
2020-12-20,1,15,4.224199288256228,11.2,6.2,0.0,18.3,88
2020-12-21,4,69,34.40909090909091,9.2,6.8,0.2,19.4,79
2020-12-22,4,69,33.361111111111114,8.6,4.0,0.2,14.1,81
2020-12-23,4,65,30.67957746478873,8.4,3.1,0.1,11.5,88
2020-12-24,4,78,32.6382252559727,12.3,8.4,0.0,21.8,81
2020-12-25,2,72,33.47222222222222,15.1,9.7,0.0,31.2,71
2020-12-26,2,15,6.520833333333333,16.7,13.4,0.0,29.0,66
2020-12-27,1,13,3.795138888888889,16.9,10.6,0.0,20.6,76
2020-12-28,2,71,35.53472222222222,14.9,11.6,0.1,20.0,67
2020-12-29,6,71,34.55749128919861,16.0,11.9,0.0,29.5,65
2020-12-30,4,71,34.64930555555556,16.2,9.2,0.0,20.3,72
2020-12-31,1,62,26.756944444444443,16.1,9.3,0.4,16.6,73
2021-01-01,1,18,5.822916666666666,13.8,8.4,4.2,25.5,83
2021-01-02,1,18,4.041666666666666,15.9,5.7,0.0,12.2,81
2021-01-03,1,13,3.100694444444444,14.5,8.3,0.2,14.8,74
2021-01-04,1,65,30.53125,15.6,8.8,0.0,17.7,64
2021-01-05,4,62,30.98611111111111,14.8,7.7,1.6,26.1,74
2021-01-06,2,63,28.510416666666664,14.1,7.5,0.0,11.8,78
2021-01-07,4,65,31.104166666666664,15.3,8.5,0.0,25.3,72
2021-01-08,6,72,34.267361111111114,17.0,11.0,0.0,32.3,67
2021-01-09,4,18,11.75,15.1,9.0,10.5,27.0,80
2021-01-10,4,22,11.111486486486486,9.6,8.8,28.0,22.8,94
2021-01-11,2,67,33.46180555555556,17.9,9.0,1.8,17.8,86
2021-01-12,4,80,37.3205574912892,17.6,9.5,14.5,28.9,86
2021-01-13,4,63,34.93402777777778,9.5,5.7,19.9,23.1,88
2021-01-14,6,65,33.48958333333333,5.8,3.0,1.5,20.4,81
2021-01-15,6,63,34.9375,5.7,0.7,9.3,20.8,81
2021-01-16,4,29,14.052083333333332,5.6,0.4,8.7,27.0,88
2021-01-17,6,31,17.103571428571428,2.0,-1.3,8.1,32.7,84
2021-01-18,11,85,34.798611111111114,1.9,-3.3,0.6,13.4,74
2021-01-19,11,60,35.38194444444444,3.3,-4.8,0.1,9.0,80
2021-01-20,6,67,35.75694444444444,5.8,-2.3,0.0,26.1,70
2021-01-21,6,67,35.30555555555556,10.1,5.6,0.0,23.6,66
2021-01-22,6,83,39.32692307692308,13.2,8.8,0.0,27.2,66
2021-01-23,1,17,8.156,14.3,9.7,0.0,27.3,67
2021-01-24,1,11,5.23943661971831,13.3,8.7,2.0,34.5,73
2021-01-25,4,80,43.65625,13.4,10.9,5.7,38.2,75
2021-01-26,6,78,40.223404255319146,14.1,10.0,2.4,32.4,76
2021-01-27,6,72,42.760416666666664,13.4,2.0,16.9,34.6,88
2021-01-28,4,67,35.63194444444444,4.6,0.0,2.5,17.4,78
2021-01-29,1,78,38.604166666666664,8.7,0.2,0.0,34.7,66
2021-01-30,4,20,11.1875,10.1,6.1,11.0,26.0,80
2021-01-31,1,15,4.4375,13.2,6.8,0.0,19.0,77
2021-02-01,4,72,36.94097222222222,17.3,9.1,0.1,23.2,61
2021-02-02,4,67,36.545138888888886,15.9,9.2,4.3,17.1,83
2021-02-03,4,71,35.33079847908745,14.4,7.3,0.4,12.3,89
2021-02-04,6,74,36.88501742160279,13.5,6.6,0.0,19.9,90
2021-02-05,4,78,40.53924914675768,14.8,6.7,0.0,10.6,93
2021-02-06,1,13,5.770764119601329,14.2,6.8,0.0,16.4,90
2021-02-07,1,15,3.662020905923345,15.8,7.3,0.0,25.5,80
2021-02-08,2,72,38.278985507246375,20.6,13.1,0.4,37.7,56
2021-02-09,6,65,36.979166666666664,16.7,13.3,3.6,43.8,72
2021-02-10,4,71,37.704861111111114,15.5,11.1,4.1,33.2,78
2021-02-11,4,72,36.78819444444445,17.2,12.2,0.0,29.3,65
2021-02-12,2,69,40.37543859649122,14.2,2.2,14.2,36.1,72
2021-02-13,1,18,6.2989323843416365,3.1,-0.2,0.7,24.6,62
2021-02-14,13,38,23.458333333333332,2.2,0.2,19.4,32.4,84
2021-02-15,17,53,35.16319444444444,2.4,1.0,4.8,31.9,82
2021-02-16,15,51,30.67832167832168,1.5,-0.7,1.9,38.1,76
2021-02-17,9,71,27.70422535211268,3.4,-3.5,1.0,27.0,77
2021-02-18,8,63,36.107638888888886,5.0,-1.1,3.6,24.6,82
2021-02-19,2,65,32.259515570934255,4.6,0.1,0.9,17.3,80
2021-02-20,1,15,5.385416666666666,6.6,-1.3,0.0,13.4,72
2021-02-21,1,15,4.805343511450381,9.5,1.0,0.0,19.3,76
2021-02-22,6,72,38.97222222222222,10.7,0.0,0.0,11.6,82
2021-02-23,4,72,37.076388888888886,12.2,1.1,0.0,9.3,79
2021-02-24,4,69,35.81597222222222,8.3,3.9,0.0,20.3,87
2021-02-25,6,69,36.527472527472526,10.0,4.8,0.0,19.1,83
2021-02-26,6,76,39.6816479400749,14.0,3.5,0.0,17.1,82
2021-02-27,2,15,7.919540229885057,11.0,2.4,0.0,10.4,83
2021-02-28,1,18,6.202290076335878,8.7,3.6,0.2,26.6,79
2021-03-01,4,76,38.988679245283016,9.9,5.0,1.9,19.8,82
2021-03-02,9,72,40.79323308270677,7.7,4.6,2.2,26.5,86
2021-03-03,4,65,35.21299638989169,10.1,0.6,0.0,22.2,81
2021-03-04,4,67,35.09469696969697,9.7,0.4,0.0,10.8,81
2021-03-05,4,65,33.66541353383458,14.5,2.4,0.0,20.5,71
2021-03-06,2,78,32.384328358208954,13.1,5.5,13.4,30.7,81
2021-03-07,1,18,6.82089552238806,6.9,2.2,3.5,24.9,76
2021-03-08,4,74,34.97090909090909,8.3,-0.5,0.0,14.3,77
2021-03-09,4,65,33.757894736842104,12.6,2.0,0.0,19.7,80
2021-03-10,6,63,33.454861111111114,14.3,5.4,3.3,22.7,86
2021-03-11,6,74,36.8993288590604,7.9,4.6,9.6,36.7,82
2021-03-12,4,63,31.86111111111111,7.9,2.4,0.0,20.9,70
2021-03-13,2,72,31.784722222222225,11.2,2.5,0.0,11.2,78
2021-03-14,1,11,2.90625,14.4,4.4,0.0,10.4,78
2021-03-15,2,63,33.736111111111114,17.6,7.5,0.1,14.9,70
2021-03-16,8,65,36.861111111111114,11.6,8.0,14.3,39.5,80
2021-03-17,8,76,37.322916666666664,9.0,5.6,3.1,25.8,81
2021-03-18,4,58,32.14930555555556,9.4,4.5,1.6,17.4,81
2021-03-19,4,76,36.68888888888889,9.4,4.2,3.9,11.8,84
2021-03-20,4,65,33.076388888888886,11.3,5.2,2.0,22.7,85
2021-03-21,2,18,9.05109489051095,7.1,6.0,13.4,28.4,89
2021-03-22,4,76,35.25694444444444,13.1,6.0,12.4,25.1,92
2021-03-23,4,65,36.83333333333333,7.0,4.5,5.3,35.8,82
2021-03-24,2,69,31.632867132867126,5.4,2.4,1.9,28.1,76
2021-03-25,2,67,31.260416666666664,6.6,1.6,0.7,19.5,75
2021-03-26,2,60,29.288194444444443,8.7,2.0,0.2,19.4,73
2021-03-27,2,72,30.996515679442506,11.1,3.3,0.0,16.4,75
2021-03-28,1,11,2.888111888111888,13.5,3.2,0.0,14.6,73
2021-03-29,2,63,31.399305555555557,10.8,4.9,0.3,19.4,76
2021-03-30,4,65,35.26480836236934,9.2,2.9,2.4,28.5,81
2021-03-31,4,58,31.48611111111111,10.3,5.3,0.0,36.4,78
2021-04-01,2,63,34.31800766283525,9.9,4.3,0.2,25.9,75
2021-04-02,4,74,38.36458333333333,11.9,2.7,0.0,19.5,83
2021-04-03,1,17,6.778947368421052,18.1,9.3,1.7,24.2,71
2021-04-04,1,13,3.7909407665505226,15.8,8.6,2.2,27.5,79
2021-04-05,4,78,37.58041958041959,8.6,5.1,16.8,26.1,88
2021-04-06,2,62,32.648083623693374,19.6,5.6,2.8,16.7,83
2021-04-07,1,67,33.343859649122805,19.5,7.9,1.3,30.8,79
2021-04-08,2,72,42.24305555555556,8.4,4.8,15.2,29.8,87
2021-04-09,1,72,38.045138888888886,9.2,4.2,2.2,26.7,76
2021-04-10,1,9,5.054945054945056,9.8,2.5,0.8,23.8,74
2021-04-11,1,11,2.055555555555556,11.5,1.6,0.0,18.7,75
2021-04-12,1,74,35.73958333333333,11.7,6.2,0.0,15.9,71
2021-04-13,2,56,26.197916666666664,16.8,5.6,1.5,12.1,68
2021-04-14,1,58,25.371527777777775,18.5,9.9,2.4,23.6,74
2021-04-15,2,63,24.534722222222225,13.9,8.5,0.8,23.3,83
2021-04-16,2,63,26.208333333333332,13.5,8.0,0.5,20.9,78
2021-04-17,1,18,7.489583333333333,13.1,8.7,4.6,31.3,83
2021-04-18,1,11,2.958333333333333,18.4,9.3,0.4,16.5,88
2021-04-19,2,74,29.95138888888889,14.1,9.2,6.7,19.7,91
2021-04-20,1,60,25.015625,14.7,9.5,1.5,25.0,84
2021-04-21,1,62,28.202334630350197,16.9,7.3,0.0,11.5,81
2021-04-22,2,80,34.10452961672473,16.7,8.1,0.0,11.5,81
2021-04-23,1,11,6.029556650246305,18.6,9.5,0.1,13.9,72
2021-04-24,1,13,5.791666666666666,15.6,10.9,1.5,25.2,86
